Sort,Year,Redd_Name,Section,Date_New,Latitude,Longitude,Meas,rm,rkm,Stream,Redd_Count
241,2003,4100316SS,4,10/3/2003,46.172628,-122.743848,86695.98204,16.41969,26.42501,Coweeman River,1
242,2003,4100317SS,4,10/3/2003,46.172743,-122.743936,86693.2933,16.41918,26.4242,Coweeman River,1
243,2003,4100318SS,4,10/3/2003,46.173736,-122.752652,84357.98586,15.97689,25.71239,Coweeman River,1
244,2003,4100319SS,4,10/3/2003,46.173742,-122.753169,84230.67113,15.95278,25.67359,Coweeman River,1
245,2003,4100320SS,4,10/3/2003,46.173614,-122.753574,84134.32578,15.93453,25.64422,Coweeman River,1
246,2003,4100801SS,4,10/8/2003,46.175988,-122.719793,94513.65411,17.90031,28.80785,Coweeman River,1
247,2003,4100802SS,4,10/8/2003,46.175937,-122.719795,94531.21137,17.90364,28.8132,Coweeman River,1
248,2003,4100803SS,4,10/8/2003,46.173597,-122.728994,91618.41685,17.35197,27.92538,Coweeman River,1
249,2003,4100804SS,4,10/8/2003,46.172054,-122.730338,90969.78337,17.22913,27.72767,Coweeman River,1
250,2003,4100805SS,4,10/8/2003,46.171342,-122.733695,89869.76488,17.02079,27.39239,Coweeman River,1
251,2003,4100806SS,4,10/8/2003,46.173161,-122.737917,88608.2645,16.78187,27.00788,Coweeman River,1
252,2003,4100807SS,4,10/8/2003,46.17318,-122.737959,88595.93769,16.77953,27.00412,Coweeman River,1
253,2003,4100808SS,4,10/8/2003,46.174131,-122.740301,87913.49485,16.65028,26.79611,Coweeman River,1
254,2003,4100809SS,4,10/8/2003,46.174119,-122.740255,87925.50377,16.65256,26.79977,Coweeman River,1
255,2003,4100810SS,4,10/8/2003,46.174039,-122.740351,87904.49455,16.64858,26.79337,Coweeman River,1
256,2003,4100811SS,4,10/8/2003,46.174616,-122.740624,87779.87991,16.62498,26.75539,Coweeman River,1
257,2003,4100812SS,4,10/8/2003,46.174568,-122.740692,87769.21269,16.62296,26.75214,Coweeman River,1
258,2003,4100813SS,4,10/8/2003,46.174522,-122.741027,87695.9915,16.60909,26.72982,Coweeman River,1
259,2003,4100814SS,4,10/8/2003,46.174613,-122.741042,87687.58109,16.6075,26.72725,Coweeman River,1
260,2003,4100815SS,4,10/8/2003,46.173439,-122.743203,86999.5459,16.47719,26.51754,Coweeman River,1
261,2003,4100816SS,4,10/8/2003,46.172771,-122.74423,86625.84811,16.40641,26.40364,Coweeman River,1
262,2003,4100817SS,4,10/8/2003,46.173723,-122.753105,84247.95548,15.95605,25.67885,Coweeman River,1
263,2003,4100818SS,4,10/8/2003,46.173529,-122.753352,84194.71984,15.94597,25.66263,Coweeman River,1
264,2003,4100819SS,4,10/8/2003,46.173596,-122.753434,84170.88955,15.94146,25.65536,Coweeman River,1
265,2003,4101501SH,4,10/15/2003,46.17331,-122.729179,91514.57885,17.33231,27.89373,Coweeman River,1
266,2003,4101502SH,4,10/15/2003,46.172145,-122.735287,89373.90445,16.92688,27.24125,Coweeman River,1
267,2003,4101503SH,4,10/15/2003,46.173125,-122.738227,88533.13572,16.76764,26.98498,Coweeman River,1
268,2003,4101504SH,4,10/15/2003,46.174078,-122.740091,87969.97281,16.66098,26.81333,Coweeman River,1
269,2003,4101505SH,4,10/15/2003,46.174103,-122.739878,88021.13065,16.67067,26.82892,Coweeman River,1
270,2003,4101506SH,4,10/15/2003,46.174192,-122.740562,87840.41473,16.63644,26.77384,Coweeman River,1
271,2003,4101507SH,4,10/15/2003,46.174224,-122.740765,87784.51619,16.62585,26.7568,Coweeman River,1
272,2003,4101508SH,4,10/15/2003,46.174232,-122.740862,87758.6605,16.62096,26.74892,Coweeman River,1
273,2003,4101509SH,4,10/15/2003,46.174447,-122.740456,87833.4037,16.63511,26.7717,Coweeman River,1
274,2003,4101510SH,4,10/15/2003,46.174277,-122.740852,87756.8639,16.62062,26.74837,Coweeman River,1
275,2003,4101511SH,4,10/15/2003,46.174396,-122.740914,87730.92797,16.61571,26.74047,Coweeman River,1
276,2003,4101512SH,4,10/15/2003,46.174457,-122.740972,87713.14132,16.61234,26.73505,Coweeman River,1
277,2003,4101513SH,4,10/15/2003,46.174464,-122.7412,87655.37274,16.6014,26.71744,Coweeman River,1
278,2003,4101514SH,4,10/15/2003,46.174444,-122.741147,87669.64214,16.6041,26.72179,Coweeman River,1
279,2003,4101515SH,4,10/15/2003,46.174502,-122.741092,87680.44987,16.60615,26.72508,Coweeman River,1
280,2003,4101516SH,4,10/15/2003,46.174514,-122.741064,87686.94098,16.60738,26.72706,Coweeman River,1
281,2003,4101601SH,4,10/16/2003,46.173552,-122.74275,87129.1877,16.50174,26.55706,Coweeman River,1
282,2003,4101602SH,4,10/16/2003,46.17278,-122.744499,86550.4142,16.39212,26.38065,Coweeman River,1
283,2003,4101603SH,4,10/16/2003,46.172556,-122.74767,85739.06527,16.23846,26.13335,Coweeman River,1
284,2003,4101604SH,4,10/16/2003,46.173665,-122.753209,84224.85674,15.95168,25.67181,Coweeman River,1
285,2003,4101605SH,4,10/16/2003,46.173829,-122.753314,84189.87995,15.94505,25.66115,Coweeman River,1
286,2003,4101606SH,4,10/16/2003,46.173819,-122.753334,84185.28916,15.94418,25.65975,Coweeman River,1
287,2003,4102101SS,4,10/21/2003,46.176141,-122.719677,94471.07367,17.89225,28.79487,Coweeman River,1
288,2003,4102102SS,4,10/21/2003,46.176087,-122.719716,94486.35233,17.89514,28.79953,Coweeman River,1
289,2003,4102103SS,4,10/21/2003,46.176041,-122.719735,94500.55412,17.89783,28.80386,Coweeman River,1
290,2003,4102104SS,4,10/21/2003,46.173475,-122.72872,91653.24619,17.35857,27.93599,Coweeman River,1
291,2003,4102106SS,4,10/21/2003,46.17418,-122.74052,87852.44613,16.63872,26.77751,Coweeman River,1
292,2003,4102107SS,4,10/21/2003,46.174216,-122.740511,87849.92987,16.63824,26.77674,Coweeman River,1
293,2003,4102108SS,4,10/21/2003,46.174375,-122.740794,87762.01845,16.62159,26.74994,Coweeman River,1
294,2003,4102110SS,4,10/21/2003,46.172797,-122.744513,86547.16749,16.39151,26.37966,Coweeman River,1
295,2003,4102111SS,4,10/21/2003,46.173935,-122.753285,84192.12556,15.94548,25.66184,Coweeman River,1
296,2003,491701PS,4,9/17/2003,46.171502,-122.730578,90791.72394,17.1954,27.6734,Coweeman River,1
297,2003,491702PS,4,9/17/2003,46.173811,-122.753307,84192.5353,15.94556,25.66196,Coweeman River,1
298,2003,491703PS,4,9/17/2003,46.173791,-122.753294,84196.76932,15.94636,25.66325,Coweeman River,1
299,2003,492301SH,4,9/23/2003,46.173913,-122.714361,96842.91895,18.34146,29.51781,Coweeman River,1
300,2003,492302SH,4,9/23/2003,46.173563,-122.719797,95426.66222,18.07323,29.08613,Coweeman River,1
301,2003,492303SH,4,9/23/2003,46.173503,-122.719817,95430.1554,18.07389,29.0872,Coweeman River,1
302,2003,492304SH,4,9/23/2003,46.173824,-122.720029,95311.8177,18.05148,29.05113,Coweeman River,1
303,2003,492305SH,4,9/23/2003,46.175982,-122.719644,94529.15902,17.90325,28.81257,Coweeman River,1
304,2003,492306SH,4,9/23/2003,46.176066,-122.719629,94501.32221,17.89798,28.80409,Coweeman River,1
305,2003,492307SH,4,9/23/2003,46.175273,-122.724192,93113.17722,17.63507,28.38098,Coweeman River,1
306,2003,492308SH,4,9/23/2003,46.171416,-122.733772,89843.23233,17.01576,27.3843,Coweeman River,1
307,2003,492309SH,4,9/23/2003,46.173997,-122.740315,87915.13453,16.65059,26.79661,Coweeman River,1
308,2003,492310SH,4,9/23/2003,46.174157,-122.740383,87889.5593,16.64575,26.78882,Coweeman River,1
309,2003,492311SH,4,9/23/2003,46.174241,-122.740368,87882.19569,16.64436,26.78657,Coweeman River,1
310,2003,492312SH,4,9/23/2003,46.174232,-122.740367,87883.63311,16.64463,26.78701,Coweeman River,1
311,2003,492313SH,4,9/23/2003,46.174418,-122.740964,87717.13978,16.61309,26.73627,Coweeman River,1
312,2003,492314SH,4,9/23/2003,46.172727,-122.744156,86640.33063,16.40915,26.40805,Coweeman River,1
313,2003,492315SH,4,9/23/2003,46.172422,-122.74749,85785.14884,16.24719,26.14739,Coweeman River,1
314,2003,492316SH,4,9/23/2003,46.173731,-122.753092,84250.85201,15.9566,25.67974,Coweeman River,1
315,2003,492317SH,4,9/23/2003,46.173713,-122.753155,84235.88187,15.95377,25.67517,Coweeman River,1
316,2003,5100301SS,5,10/3/2003,46.174989,-122.757834,82961.01291,15.71231,25.28659,Coweeman River,1
317,2003,5100302SS,5,10/3/2003,46.174938,-122.758011,82920.36365,15.70461,25.2742,Coweeman River,1
318,2003,5100303SS,5,10/3/2003,46.17503,-122.758078,82899.72965,15.70071,25.26791,Coweeman River,1
319,2003,5100304SS,5,10/3/2003,46.173602,-122.764162,81182.46714,15.37547,24.74449,Coweeman River,1
320,2003,5100305SS,5,10/3/2003,46.173009,-122.764754,80987.56066,15.33855,24.68508,Coweeman River,1
321,2003,5100306SS,5,10/3/2003,46.170685,-122.766122,79362.49229,15.03078,24.18976,Coweeman River,1
322,2003,5100307SS,5,10/3/2003,46.170626,-122.766079,79339.32227,15.02639,24.1827,Coweeman River,1
323,2003,5100308SS,5,10/3/2003,46.169818,-122.766954,78896.35844,14.94249,24.04768,Coweeman River,1
324,2003,5100309SS,5,10/3/2003,46.168044,-122.77226,77376.35796,14.65461,23.58438,Coweeman River,1
325,2003,5100310SS,5,10/3/2003,46.168053,-122.772448,77332.00899,14.64621,23.57087,Coweeman River,1
326,2003,5100311SS,5,10/3/2003,46.167761,-122.772871,77177.17686,14.61689,23.52367,Coweeman River,1
327,2003,5100312SS,5,10/3/2003,46.163342,-122.772757,75567.24869,14.31198,23.03297,Coweeman River,1
328,2003,5100313SS,5,10/3/2003,46.160055,-122.771133,74268.4342,14.06599,22.63709,Coweeman River,1
329,2003,5100314SS,5,10/3/2003,46.158761,-122.770207,73746.65691,13.96717,22.47805,Coweeman River,1
330,2003,5100801SH,5,10/8/2003,46.174214,-122.757901,83018.40728,15.72318,25.30409,Coweeman River,1
331,2003,5100801SS,5,10/8/2003,46.152636,-122.778757,69387.66765,13.1416,21.14943,Coweeman River,1
332,2003,5100802SH,5,10/8/2003,46.174328,-122.757974,82988.3454,15.71749,25.29492,Coweeman River,1
333,2003,5100802SS,5,10/8/2003,46.154143,-122.777655,69995.66659,13.25675,21.33474,Coweeman River,1
334,2003,5100803SH,5,10/8/2003,46.174338,-122.758417,82858.53183,15.6929,25.25536,Coweeman River,1
335,2003,5100803SS,5,10/8/2003,46.154242,-122.777375,70166.0591,13.28903,21.38668,Coweeman River,1
336,2003,5100804SH,5,10/8/2003,46.174576,-122.758443,82836.092,15.68865,25.24852,Coweeman River,1
337,2003,5100804SS,5,10/8/2003,46.154226,-122.777372,70160.16614,13.28791,21.38488,Coweeman River,1
338,2003,5100805SH,5,10/8/2003,46.174855,-122.760461,82253.50119,15.57831,25.07094,Coweeman River,1
339,2003,5100805SS,5,10/8/2003,46.154222,-122.777366,70158.70375,13.28763,21.38444,Coweeman River,1
340,2003,5100806SH,5,10/8/2003,46.173414,-122.76402,81201.51131,15.37907,24.7503,Coweeman River,1
341,2003,5100806SS,5,10/8/2003,46.15421,-122.77738,70154.9357,13.28692,21.38329,Coweeman River,1
342,2003,5100807SH,5,10/8/2003,46.173476,-122.764107,81185.06723,15.37596,24.74528,Coweeman River,1
343,2003,5100807SS,5,10/8/2003,46.154366,-122.777186,70203.47586,13.29611,21.39808,Coweeman River,1
344,2003,5100808SH,5,10/8/2003,46.173385,-122.764218,81148.89199,15.36911,24.73426,Coweeman River,1
345,2003,5100808SS,5,10/8/2003,46.154373,-122.777188,70206.04515,13.2966,21.39887,Coweeman River,1
346,2003,5100809SH,5,10/8/2003,46.173143,-122.765063,80916.77488,15.32515,24.66351,Coweeman River,1
347,2003,5100809SS,5,10/8/2003,46.154381,-122.777142,70207.05395,13.29679,21.39917,Coweeman River,1
348,2003,5100810SH,5,10/8/2003,46.172964,-122.765002,80925.37817,15.32678,24.66613,Coweeman River,1
349,2003,5100811SH,5,10/8/2003,46.168898,-122.77025,77968.27675,14.76672,23.7648,Coweeman River,1
350,2003,5100814SH,5,10/8/2003,46.168133,-122.77327,77158.82932,14.61341,23.51808,Coweeman River,1
351,2003,5100815SH,5,10/8/2003,46.163513,-122.772675,75627.3042,14.32335,23.05127,Coweeman River,1
352,2003,5100816SH,5,10/8/2003,46.162438,-122.773804,75229.62558,14.24804,22.93006,Coweeman River,1
353,2003,5100817SH,5,10/8/2003,46.163281,-122.77308,75553.61655,14.3094,23.02881,Coweeman River,1
354,2003,5100818SH,5,10/8/2003,46.162981,-122.773167,75446.91075,14.28919,22.99629,Coweeman River,1
355,2003,5100819SH,5,10/8/2003,46.162311,-122.772688,75191.25393,14.24077,22.91836,Coweeman River,1
356,2003,5100820SH,5,10/8/2003,46.156998,-122.775384,71577.26953,13.5563,21.81682,Coweeman River,1
357,2003,5100821SH,5,10/8/2003,46.156003,-122.777612,70843.46933,13.41732,21.59315,Coweeman River,1
358,2003,5100822SH,5,10/8/2003,46.155946,-122.777715,70810.73865,13.41113,21.58318,Coweeman River,1
359,2003,5100823SH,5,10/8/2003,46.15569,-122.777699,70710.46076,13.39213,21.55261,Coweeman River,1
360,2003,5100824SH,5,10/8/2003,46.155736,-122.777709,70727.17909,13.3953,21.55771,Coweeman River,1
361,2003,5100825SH,5,10/8/2003,46.155724,-122.777712,70722.78792,13.39447,21.55637,Coweeman River,1
362,2003,5101501SS,5,10/15/2003,46.174764,-122.76055,82213.57916,15.57075,25.05877,Coweeman River,1
363,2003,5101502SS,5,10/15/2003,46.168914,-122.769958,78042.44132,14.78077,23.78741,Coweeman River,1
364,2003,5101503SS,5,10/15/2003,46.163189,-122.772785,75512.35296,14.30158,23.01624,Coweeman River,1
365,2003,5101505SS,5,10/15/2003,46.163229,-122.772764,75526.34064,14.30423,23.0205,Coweeman River,1
366,2003,5101506SS,5,10/15/2003,46.158717,-122.770197,73731.51906,13.9643,22.47343,Coweeman River,1
367,2003,5101507SS,5,10/15/2003,46.156226,-122.777843,70881.97457,13.42462,21.60489,Coweeman River,1
368,2003,5101508SS,5,10/15/2003,46.155958,-122.777803,70802.22892,13.40951,21.58058,Coweeman River,1
369,2003,5102101SH,5,10/21/2003,46.174872,-122.758195,82880.32872,15.69703,25.262,Coweeman River,1
370,2003,5102102SH,5,10/21/2003,46.175012,-122.758345,82833.53849,15.68817,25.24774,Coweeman River,1
371,2003,5102103SH,5,10/21/2003,46.175013,-122.760182,82349.96998,15.59659,25.10035,Coweeman River,1
372,2003,5102104SH,5,10/21/2003,46.170682,-122.766037,79357.7913,15.02988,24.18833,Coweeman River,1
373,2003,5102105SH,5,10/21/2003,46.169206,-122.768549,78447.50614,14.85748,23.91087,Coweeman River,1
374,2003,5102106SH,5,10/21/2003,46.162529,-122.773146,75267.48435,14.25521,22.9416,Coweeman River,1
375,2003,5102107SH,5,10/21/2003,46.155863,-122.777758,70778.21045,13.40496,21.57326,Coweeman River,1
376,2003,5102108SH,5,10/21/2003,46.155608,-122.77765,70680.78649,13.38651,21.54357,Coweeman River,1
377,2003,5102109SH,5,10/21/2003,46.155618,-122.777663,70684.50962,13.38722,21.5447,Coweeman River,1
378,2003,5102110SH,5,10/21/2003,46.154849,-122.777875,70439.40128,13.3408,21.46999,Coweeman River,1
379,2003,591701SS,5,9/17/2003,46.168225,-122.772339,77384.54952,14.65617,23.58688,Coweeman River,1
380,2003,591702SS,5,9/17/2003,46.161726,-122.772595,74982.00346,14.20114,22.85458,Coweeman River,1
381,2003,591703SS,5,9/17/2003,46.157116,-122.773017,72183.08403,13.67104,22.00147,Coweeman River,1
382,2003,592301SH,5,9/23/2003,46.17488,-122.757993,82929.66716,15.70638,25.27704,Coweeman River,1
383,2003,592302SH,5,9/23/2003,46.174925,-122.758055,82912.38254,15.7031,25.27177,Coweeman River,1
384,2003,592303SH,5,9/23/2003,46.174899,-122.758161,82887.20172,15.69833,25.2641,Coweeman River,1
385,2003,592304SH,5,9/23/2003,46.174997,-122.758209,82868.71457,15.69483,25.25846,Coweeman River,1
386,2003,592305SH,5,9/23/2003,46.173231,-122.765069,80918.62329,15.3255,24.66407,Coweeman River,1
387,2003,592306SH,5,9/23/2003,46.172978,-122.767063,80399.9308,15.22726,24.50597,Coweeman River,1
388,2003,592307SH,5,9/23/2003,46.170473,-122.766139,79286.59421,15.0164,24.16663,Coweeman River,1
389,2003,592308SH,5,9/23/2003,46.168825,-122.770896,77810.05619,14.73675,23.71658,Coweeman River,1
390,2003,592309SH,5,9/23/2003,46.168089,-122.772194,77399.32156,14.65896,23.59138,Coweeman River,1
391,2003,592310SH,5,9/23/2003,46.165595,-122.772682,76386.75406,14.46719,23.28275,Coweeman River,1
392,2003,592311SH,5,9/23/2003,46.161826,-122.772311,74958.34169,14.19666,22.84737,Coweeman River,1
393,2003,592312SH,5,9/23/2003,46.161749,-122.772279,74930.8312,14.19145,22.83899,Coweeman River,1
394,2003,592313SH,5,9/23/2003,46.156991,-122.773121,72156.95861,13.66609,21.99351,Coweeman River,1
395,2003,592314SH,5,9/23/2003,46.15583,-122.778089,70759.42765,13.40141,21.56754,Coweeman River,1
396,2003,592315SH,5,9/23/2003,46.154605,-122.777082,70248.435,13.30463,21.41179,Coweeman River,1
397,2003,6100301PS,6,10/3/2003,46.152009,-122.778787,69190.93147,13.10434,21.08946,Coweeman River,1
398,2003,6100302PS,6,10/3/2003,46.152161,-122.778664,69249.35357,13.11541,21.10727,Coweeman River,1
399,2003,6100303PS,6,10/3/2003,46.151066,-122.778396,68853.6815,13.04047,20.98667,Coweeman River,1
400,2003,6100304PS,6,10/3/2003,46.151006,-122.778695,68828.05306,13.03562,20.97885,Coweeman River,1
401,2003,6100305PS,6,10/3/2003,46.150971,-122.7787,68815.08986,13.03316,20.9749,Coweeman River,1
402,2003,6100306PS,6,10/3/2003,46.149565,-122.779546,68240.16322,12.92427,20.79966,Coweeman River,1
403,2003,6100307PS,6,10/3/2003,46.149576,-122.779526,68247.11838,12.92559,20.80178,Coweeman River,1
404,2003,6100308PS,6,10/3/2003,46.149585,-122.77952,68250.64208,12.92626,20.80286,Coweeman River,1
405,2003,6100309PS,6,10/3/2003,46.148826,-122.780076,67939.76402,12.86738,20.7081,Coweeman River,1
406,2003,6100310PS,6,10/3/2003,46.148505,-122.78004,67856.2521,12.85156,20.68265,Coweeman River,1
407,2003,6100311PS,6,10/3/2003,46.148461,-122.780035,67843.08237,12.84907,20.67863,Coweeman River,1
408,2003,6100312PS,6,10/3/2003,46.150118,-122.783986,66224.66533,12.54255,20.18534,Coweeman River,1
409,2003,6100313PS,6,10/3/2003,46.147308,-122.785628,64892.01373,12.29015,19.77915,Coweeman River,1
410,2003,6100314PS,6,10/3/2003,46.147016,-122.786252,64660.79505,12.24636,19.70867,Coweeman River,1
411,2003,6100315PS,6,10/3/2003,46.147082,-122.78748,64349.2045,12.18735,19.6137,Coweeman River,1
412,2003,6100316PS,6,10/3/2003,46.142911,-122.789538,62612.05101,11.85834,19.08421,Coweeman River,1
413,2003,6100317PS,6,10/3/2003,46.142916,-122.789495,62620.87676,11.86001,19.0869,Coweeman River,1
414,2003,6100318PS,6,10/3/2003,46.142205,-122.790593,62218.24122,11.78376,18.96418,Coweeman River,1
415,2003,6100319PS,6,10/3/2003,46.141794,-122.791029,62042.47159,11.75047,18.9106,Coweeman River,1
416,2003,6100320PS,6,10/3/2003,46.141798,-122.79072,62117.64278,11.7647,18.93352,Coweeman River,1
417,2003,6100321PS,6,10/3/2003,46.141207,-122.79186,61783.6525,11.70145,18.83171,Coweeman River,1
418,2003,6100322PS,6,10/3/2003,46.141334,-122.791617,61821.7504,11.70866,18.84333,Coweeman River,1
419,2003,6100323PS,6,10/3/2003,46.139523,-122.791218,61159.85248,11.58331,18.64158,Coweeman River,1
420,2003,6100324PS,6,10/3/2003,46.139463,-122.791143,61133.74802,11.57836,18.63362,Coweeman River,1
421,2003,6100901JW,6,10/9/2003,46.152362,-122.778749,69319.58821,13.12871,21.12867,Coweeman River,1
422,2003,6100902JW,6,10/9/2003,46.151267,-122.778701,68923.04579,13.05361,21.00781,Coweeman River,1
423,2003,6100903JW,6,10/9/2003,46.150715,-122.778674,68731.72824,13.01737,20.94949,Coweeman River,1
424,2003,6100904JW,6,10/9/2003,46.148515,-122.780021,67862.88829,12.85282,20.68467,Coweeman River,1
425,2003,6100905JW,6,10/9/2003,46.148499,-122.780042,67854.40925,12.85121,20.68209,Coweeman River,1
426,2003,6100906JW,6,10/9/2003,46.148446,-122.780123,67823.01105,12.84527,20.67252,Coweeman River,1
427,2003,6100907JW,6,10/9/2003,46.148435,-122.780353,67778.46753,12.83683,20.65894,Coweeman River,1
428,2003,6100908JW,6,10/9/2003,46.149932,-122.784259,66195.87097,12.5371,20.17656,Coweeman River,1
429,2003,6100909JW,6,10/9/2003,46.149948,-122.784232,66199.14769,12.53772,20.17756,Coweeman River,1
430,2003,6100910JW,6,10/9/2003,46.150248,-122.784554,66093.36392,12.51768,20.14532,Coweeman River,1
431,2003,6100911JW,6,10/9/2003,46.147287,-122.78582,64848.36182,12.28189,19.76584,Coweeman River,1
432,2003,6100912JW,6,10/9/2003,46.147191,-122.78745,64365.42883,12.19042,19.61864,Coweeman River,1
433,2003,6100913JW,6,10/9/2003,46.14276,-122.789376,62595.81983,11.85527,19.07926,Coweeman River,1
434,2003,6100914JW,6,10/9/2003,46.142507,-122.791264,62106.01054,11.7625,18.92997,Coweeman River,1
435,2003,6100915JW,6,10/9/2003,46.14254,-122.791307,62101.07409,11.76157,18.92846,Coweeman River,1
436,2003,6100916JW,6,10/9/2003,46.141156,-122.791753,61773.71617,11.69957,18.82869,Coweeman River,1
437,2003,6100917JW,6,10/9/2003,46.139375,-122.790932,61118.7668,11.57552,18.62906,Coweeman River,1
438,2003,6100918JW,6,10/9/2003,46.135571,-122.789704,59415.92307,11.25302,18.11003,Coweeman River,1
439,2003,6101401PS,6,10/14/2003,46.152353,-122.778727,69317.12189,13.12824,21.12792,Coweeman River,1
440,2003,6101402PS,6,10/14/2003,46.148686,-122.780319,67851.0983,12.85059,20.68108,Coweeman River,1
441,2003,6101403PS,6,10/14/2003,46.148641,-122.780253,67851.0983,12.85059,20.68108,Coweeman River,1
442,2003,6101404PS,6,10/14/2003,46.148003,-122.781727,67212.48772,12.72964,20.48643,Coweeman River,1
443,2003,6101405PS,6,10/14/2003,46.149763,-122.784436,66179.75248,12.53404,20.17165,Coweeman River,1
444,2003,6101406PS,6,10/14/2003,46.149844,-122.784384,66179.48524,12.53399,20.17157,Coweeman River,1
445,2003,6101407PS,6,10/14/2003,46.149872,-122.784336,66186.66623,12.53535,20.17376,Coweeman River,1
446,2003,6101408PS,6,10/14/2003,46.150119,-122.784818,66034.0976,12.50646,20.12725,Coweeman River,1
447,2003,6101409PS,6,10/14/2003,46.147322,-122.787553,64349.91363,12.18748,19.61391,Coweeman River,1
448,2003,6101410PS,6,10/14/2003,46.146455,-122.788863,63940.07662,12.10986,19.48899,Coweeman River,1
